Minimum Temperature,Maximum Temperature,Humidity,Precipitation
15.2,44.4,56,6.5
16.3,43.6,51,11.4
7.9,32.8,61,3.9
6.6,36.3,89,3.7
3.0,37.4,46,6.9
-0.2,22.4,40,12.7
7.9,22.5,71,2.7
2.9,36.8,73,3.4
13.3,38.8,38,14.8
2.3,44.2,39,4.2
16.3,32.2,77,6.3
2.3,24.6,85,6.7
-1.9,19.6,74,5.3
1.4,19.7,83,0.8
15.8,35.7,55,10.3
8.7,39.7,39,5.5
16.5,30.9,58,2.7
9.3,34.3,67,8.3
12.4,29.4,42,4.0
8.5,47.2,84,3.9
4.8,40.5,65,14.7
-2.7,33.8,75,5.3
2.0,26.5,70,9.7
5.0,30.2,59,2.2
6.1,42.0,50,11.7
12.3,29.8,39,1.8
0.7,21.2,59,15.5
15.1,45.1,50,1.4
17.6,24.8,41,8.9
5.6,33.5,38,11.8
6.9,27.2,68,3.9
-2.0,27.1,53,13.6
5.8,48.3,80,12.5
17.8,43.1,74,4.5
1.2,41.3,80,6.7
1.6,45.2,73,10.1
16.1,23.1,53,11.7
0.6,44.2,47,3.5
15.7,35.9,65,14.9
17.1,47.1,43,0.6
-2.4,38.3,84,3.2
11.4,47.6,79,7.6
4.6,28.6,72,6.8
-0.2,28.7,57,5.7
4.5,19.8,87,4.1
13.4,35.2,48,7.6
16.4,36.0,47,12.8
-1.0,25.9,55,12.6
-2.3,34.3,57,6.0
-2.1,27.0,59,2.6
14.8,45.8,61,4.3
0.1,38.9,39,4.3
14.3,29.1,67,0.1
16.7,35.3,45,3.1
11.7,25.4,86,4.8
11.5,26.1,74,4.7
1.3,39.1,61,11.3
10.9,38.7,68,8.0
4.4,32.8,54,3.6
15.5,40.0,50,8.5
-1.5,32.1,89,3.1
0.4,27.6,55,1.1
-1.6,48.0,69,12.9
10.3,24.5,65,6.9
3.0,42.3,85,14.4
15.8,42.5,80,4.4
1.5,38.9,69,10.9
11.0,31.8,53,5.2
-0.1,39.3,40,7.0
12.9,30.8,58,3.5
6.9,36.2,41,3.1
10.8,23.6,49,6.1
1.5,28.5,70,5.6
-0.9,31.3,77,1.0
12.9,37.7,47,8.0
9.3,20.6,41,11.3
-2.0,33.8,63,14.9
12.0,32.4,57,10.1
4.2,22.1,52,15.1
5.2,43.0,81,3.3
10.5,41.9,61,8.2
17.4,24.6,82,13.7
-0.7,21.2,42,0.5
-2.1,23.2,42,3.6
2.7,25.3,48,9.3
14.6,46.9,48,13.5
16.9,25.7,42,12.1
7.1,43.5,70,0.9
17.1,47.4,81,3.6
1.9,22.1,50,11.7
10.2,41.7,80,0.8
13.4,47.6,72,13.2
3.7,19.4,50,1.1
16.3,19.7,86,7.6
16.7,32.3,70,9.6
12.2,42.1,71,4.4
13.1,37.5,58,12.7
3.0,25.4,71,2.7
3.9,46.0,70,7.2
7.7,22.7,38,13.4
9.9,34.9,79,8.8
6.5,37.2,56,4.0
10.5,35.5,74,4.3
15.7,35.0,88,5.9
8.7,27.0,86,6.5
2.4,32.1,43,13.6
17.4,23.3,84,12.6
3.8,44.1,84,14.2
-0.3,20.0,55,2.3
1.5,38.4,58,11.9
17.0,28.2,54,12.4
14.8,27.7,43,12.1
16.0,26.3,83,4.5
1.6,37.6,44,12.8
3.3,31.0,73,5.6
10.0,19.4,59,2.9
10.7,40.4,46,5.6
9.3,30.7,81,15.0
16.8,21.9,72,8.5
17.2,21.1,51,7.1
3.6,36.2,56,15.5
0.4,34.5,56,7.0
14.9,40.3,70,13.5
4.2,29.3,58,10.0
11.5,45.5,44,14.2
5.9,34.0,53,10.2
14.0,22.5,54,3.7
1.9,38.5,72,14.8
10.7,23.0,77,4.4
-2.6,26.4,57,10.8
14.2,21.2,69,12.6
2.3,23.8,40,12.2
14.3,34.3,41,10.4
2.2,35.0,84,4.2
-1.8,27.7,54,2.3
16.8,44.6,43,1.2
3.5,22.3,64,12.7
5.8,36.6,73,5.8
-2.4,32.3,63,7.0
3.1,19.0,83,13.5
5.5,22.2,62,6.0
8.2,44.1,49,6.5
-1.8,18.8,52,9.4
2.9,30.2,74,14.2
-2.1,19.1,55,13.7
9.5,19.9,47,12.7
3.5,32.1,52,13.7
5.7,47.1,84,4.0
13.1,28.0,78,13.7
1.2,20.0,42,9.0
12.8,18.7,85,3.9
15.1,48.5,41,4.7
10.5,27.9,44,13.2
11.9,37.5,85,0.4
17.1,27.9,81,8.8
1.6,20.7,63,0.9
-2.9,19.1,86,4.3
11.5,38.4,62,13.7
15.6,26.8,38,11.9
14.9,38.6,58,1.9
6.8,38.7,58,6.2
13.8,29.2,79,8.6
13.4,40.4,77,13.0
-3.0,22.0,40,6.1
5.7,43.9,58,10.9
15.4,41.6,46,12.6
10.7,33.4,54,2.0
-1.8,31.9,68,6.3
-0.5,28.6,82,2.7
3.7,30.9,59,13.9
3.5,44.8,80,15.6
8.3,45.6,51,0.7
12.0,27.3,48,2.8
11.9,33.3,85,4.1
9.4,28.7,60,9.5
-2.0,28.9,54,7.7
5.9,21.0,43,15.4
1.9,32.1,88,15.1
1.9,26.5,59,13.8
7.7,30.1,49,14.5
12.1,23.7,75,4.5
9.0,44.0,62,5.3
9.3,20.8,43,14.5
4.0,31.1,47,12.5
3.9,19.1,70,2.5
-1.2,38.4,66,10.5
15.1,40.0,44,8.8
7.5,43.0,52,3.6
2.6,35.8,84,14.2
3.1,21.0,58,1.3
4.5,21.5,44,8.1
15.4,45.1,74,8.3
14.1,40.2,42,13.9
5.7,38.7,40,11.9
15.3,38.9,69,2.2
7.3,40.1,69,0.5
5.9,22.2,73,9.7
16.0,45.2,48,2.1
-2.8,26.3,78,2.7
14.0,18.7,78,2.4
-2.7,23.2,42,13.3
0.2,22.9,60,11.9
17.3,37.8,60,3.9
14.0,38.1,51,5.9
6.7,23.0,45,5.5
0.5,31.4,40,9.4
13.6,37.2,74,12.8
6.9,47.5,69,13.8
6.0,32.4,86,15.3
3.7,32.2,45,12.1
10.8,21.3,81,8.2
-2.0,30.2,55,15.2
-2.6,24.3,68,5.9
13.1,48.7,72,10.4
0.7,38.1,55,5.7
8.6,35.9,72,13.6
14.1,46.9,85,10.6
10.6,24.3,55,10.3
13.3,25.1,72,7.3
10.3,22.6,42,8.9
4.8,43.2,46,6.6
14.5,22.4,51,4.4
8.2,48.5,70,9.2
14.3,40.1,71,9.4
-1.6,44.6,87,1.3
4.1,30.3,86,12.5
7.3,28.2,79,8.6
1.8,39.1,66,14.1
-2.8,45.3,85,5.0
0.8,20.3,65,0.4
3.7,35.2,82,14.2
0.7,45.1,77,0.2
12.2,47.3,54,12.9
13.6,33.1,64,2.6
-0.2,20.7,46,2.9
5.5,27.6,71,11.5
-2.1,40.5,71,3.7
6.6,38.7,49,2.6
13.7,40.7,52,7.4
12.5,20.1,47,14.4
8.8,25.4,89,8.4
15.6,41.0,42,14.0
1.9,48.8,39,5.7
7.1,48.0,77,8.0
12.6,28.1,56,10.1
7.2,20.8,69,2.9
-1.8,39.0,61,10.3
-2.9,29.6,57,3.2
5.3,37.1,62,5.3
12.2,31.7,69,12.4
9.5,36.2,68,12.2
17.4,35.1,59,7.3
-2.8,44.3,40,12.3
13.8,26.1,64,7.9
8.2,47.7,63,9.0
0.9,31.9,88,3.5
2.0,47.7,88,1.5
7.4,20.1,41,8.1
7.1,35.6,83,5.9
14.0,26.5,89,13.9
11.5,27.2,53,5.7
3.7,22.1,79,9.2
1.8,32.4,58,14.6
17.8,46.0,50,11.3
-1.8,23.6,39,15.2
17.9,20.9,63,13.6
14.4,24.9,72,7.3
-0.5,33.8,83,14.3
4.9,29.1,62,9.8
14.4,43.7,45,15.4
14.7,20.0,74,6.6
7.8,20.2,54,0.1
-2.0,32.0,47,15.3
-2.8,28.3,47,3.7
6.0,22.2,42,0.9
10.1,20.0,86,2.7
15.5,40.4,76,6.4
4.5,35.5,87,11.5
16.4,23.0,62,7.9
13.2,19.7,76,10.2
8.5,39.6,87,1.9
14.6,24.6,63,11.5
12.5,29.3,46,7.2
-0.7,31.6,75,10.1
-0.9,40.8,45,2.2
4.8,21.6,45,8.7
-2.2,48.3,60,13.9
0.7,42.6,64,1.1
8.2,21.1,74,3.2
-2.1,24.2,69,1.1
2.2,25.4,68,11.0
0.2,26.1,83,0.2
6.8,24.0,46,1.8
5.6,41.0,40,13.9
9.0,22.9,89,13.9
1.3,31.4,41,10.6
-0.7,44.7,55,15.3
16.1,44.9,63,6.5
-1.8,45.8,75,1.2
14.6,33.6,39,10.5
11.1,37.2,68,10.3
14.4,20.2,76,9.8
16.6,29.3,50,10.5
3.2,29.6,72,13.4
8.1,45.7,59,15.4
3.7,33.8,74,10.9
12.2,24.2,40,14.6
13.1,28.4,82,6.4
8.3,22.2,73,12.1
6.3,19.8,73,11.9
1.6,44.9,47,3.4
12.9,37.5,49,5.5
14.0,42.0,89,6.3
8.0,29.6,57,9.0
6.6,43.9,61,12.1
13.8,48.7,72,5.6
-0.9,18.8,57,8.4
4.8,45.3,44,10.4
14.0,20.7,83,13.6
10.4,29.9,46,2.2
12.1,36.0,57,14.6
16.9,47.6,63,7.0
-0.9,48.6,73,4.9
3.0,43.4,52,14.8
2.3,34.9,65,1.5
15.7,22.5,50,8.8
14.3,46.2,80,15.2
-2.6,28.7,69,1.9
16.2,46.7,62,0.8
8.2,27.1,71,7.8
7.4,28.8,72,12.6
17.7,25.6,66,7.9
0.3,19.4,89,13.2
3.5,43.5,60,7.5
0.5,22.8,75,8.4
7.1,37.2,43,12.3
17.0,46.0,63,12.2
15.2,34.8,71,1.9
13.0,30.8,39,12.9
-0.3,28.1,46,4.8
9.1,44.5,43,12.4
-1.3,24.8,85,1.0
11.1,23.0,76,4.2
13.2,31.2,83,1.4
12.5,22.2,40,1.2
2.3,41.2,72,0.3
1.9,23.1,60,14.7
7.4,34.8,75,12.7
12.3,32.7,71,9.1
10.2,25.0,77,9.1
-1.2,44.5,87,12.9
4.0,35.1,89,13.4
5.4,46.2,86,4.7
12.5,46.8,61,5.5
15.5,39.0,72,4.9
12.0,44.4,39,13.1
13.2,19.5,38,1.2
13.5,35.3,85,9.0
-1.4,36.0,46,7.7
12.2,19.4,43,15.6
15.6,23.8,40,3.5
12.9,44.9,69,8.8
16.1,33.3,46,6.3
-1.8,46.8,60,0.0
6.9,31.2,55,11.1
-2.7,31.3,89,13.4
2.9,46.9,68,9.9
-1.7,26.9,47,0.6
10.5,38.4,69,0.6
2.7,27.0,78,10.6
14.9,21.5,84,0.3
11.2,20.1,88,2.6
13.5,35.2,46,6.2
16.9,29.8,66,6.9
16.4,26.5,79,11.2
10.1,48.1,73,10.7
16.1,40.5,56,13.6
8.2,23.3,58,5.5
-1.0,31.0,51,10.4
2.6,21.4,77,9.5
13.0,31.2,80,9.3
14.0,40.7,87,1.7
13.6,46.5,80,4.1
12.3,19.2,80,4.6
15.1,24.0,54,12.9
15.4,27.5,67,6.8
-1.4,32.8,38,6.0
1.9,36.4,78,0.0
-0.9,45.0,80,4.2
7.1,46.2,71,14.5
16.4,33.4,51,4.8
12.2,43.9,87,1.0
5.3,47.9,63,13.2
2.8,44.1,68,15.3
12.9,32.1,72,12.7
8.1,37.9,88,6.9
6.1,28.9,82,15.1
10.3,28.4,52,12.0
2.8,23.4,83,0.3
9.8,37.8,54,11.8
7.2,22.8,78,2.0
14.4,19.5,80,12.1
12.1,33.1,84,13.9
3.0,25.0,70,5.9
4.8,31.8,39,1.7
-3.0,34.1,40,1.2
9.4,28.9,88,2.2
7.8,19.3,46,14.4
16.2,19.1,56,1.8
7.5,22.1,89,0.9
10.4,21.9,69,8.5
3.8,34.9,89,2.0
15.5,32.3,80,7.2
10.7,28.2,56,13.0
-1.3,42.9,85,11.3
15.2,31.5,69,14.7
13.3,24.7,46,11.0
15.3,29.8,64,1.9
10.4,31.7,76,0.3
3.4,40.0,89,3.8
13.1,21.9,79,14.1
10.8,41.9,61,5.5
6.1,27.4,51,2.6
-1.1,41.4,84,14.4
16.3,40.8,77,6.6
-2.6,47.5,51,1.7
1.9,33.8,78,11.3
-2.8,35.7,58,11.3
10.7,38.6,86,7.8
13.4,33.3,69,9.1
14.0,33.4,81,11.8
13.6,30.4,68,13.0
15.1,41.5,89,4.6
11.3,24.7,68,7.0
15.4,29.9,68,6.5
10.7,38.3,52,1.1
-0.1,41.7,82,14.3
4.6,29.4,43,2.2
10.3,34.1,74,10.6
10.4,19.1,65,5.1
14.8,42.1,80,1.7
9.4,28.3,74,9.3
-1.1,43.9,85,15.3
8.5,24.6,78,12.7
2.8,26.0,53,13.1
12.1,20.8,87,13.2
15.1,25.4,47,11.6
4.7,21.0,54,6.3
15.0,45.1,43,0.4
0.8,39.6,40,8.3
14.4,31.0,84,12.6
14.9,38.2,59,0.3
1.7,45.7,49,8.0
8.0,34.8,79,14.7
-0.9,49.0,78,14.5
1.6,24.3,73,11.3
3.5,20.6,70,9.6
14.3,19.9,73,14.7
9.9,32.0,88,5.3
3.9,37.7,73,9.3
11.8,45.9,57,11.7
5.8,31.5,47,2.8
13.0,46.4,81,13.0
11.1,28.3,72,3.4
4.1,41.9,60,2.8
1.7,31.2,59,10.5
6.3,44.1,69,7.4
0.3,22.4,52,8.0
10.3,35.8,70,12.7
14.5,36.2,88,0.6
1.4,28.2,74,1.1
12.0,22.1,39,5.2
0.8,22.8,52,13.8
11.7,22.6,48,5.1
3.5,43.9,61,5.1
3.7,21.2,45,14.6
3.2,49.0,60,7.4
-0.2,34.8,71,4.7
0.2,45.1,88,6.4
11.5,22.7,82,14.8
4.0,33.5,48,0.7
17.1,28.2,48,8.4
14.3,31.3,88,12.4
5.3,46.9,66,6.0
8.6,44.5,71,6.9
3.7,31.8,55,7.6
9.3,21.3,86,13.1
-1.6,19.9,47,8.1
17.3,27.4,51,7.6
0.5,32.8,48,2.9
3.9,37.8,73,13.7
14.1,40.3,73,3.7
10.4,19.1,60,13.3
12.7,23.9,56,11.2
-3.0,47.5,59,5.8
9.7,37.4,84,12.6
7.7,29.5,46,10.7
10.6,42.7,61,1.8
6.2,19.6,38,10.3
14.3,25.4,84,5.9
16.4,37.0,38,11.6
13.1,45.9,64,10.1
16.5,36.6,75,13.2
14.3,23.6,56,15.5
-0.9,19.5,83,9.8
7.2,22.4,86,1.2
13.1,23.5,84,15.3
4.0,28.7,58,13.6
13.3,34.6,46,10.0
1.8,46.3,50,4.0
9.5,48.4,48,4.5
16.5,47.6,54,6.9
-2.9,30.8,82,8.2
9.9,31.7,48,15.4
4.7,45.3,87,8.8
10.8,28.6,40,12.8
6.2,35.4,41,8.0
10.0,40.7,45,0.6
-1.0,45.6,52,1.1
-0.3,46.1,71,3.6
16.9,29.0,49,10.5
14.6,34.7,72,4.5
18.0,24.1,38,2.0
15.3,27.7,40,2.8
8.5,43.5,69,14.1
-0.1,30.5,58,12.3
15.8,19.6,85,13.9
8.0,37.2,42,2.7
9.2,32.7,46,7.1
15.5,32.6,71,1.5
15.7,42.0,67,12.3
-2.7,21.6,39,10.5
12.8,29.1,41,6.0
2.0,38.0,77,2.5
-1.1,43.3,70,15.3
13.0,37.8,83,12.8
12.4,39.8,69,0.6
10.8,44.3,46,10.5
-1.5,45.2,68,8.1
13.8,46.0,64,13.0
-0.6,41.4,63,9.7
7.1,26.5,71,11.4
16.0,35.0,76,12.7
10.8,32.7,45,1.8
13.6,26.4,77,4.7
11.5,38.6,68,12.3
9.9,22.3,42,7.5
9.1,31.2,66,14.1
12.4,41.2,69,7.0
-0.7,22.4,64,3.4
12.2,21.8,74,11.3
16.4,25.0,87,14.1
5.1,42.0,49,12.0
12.4,30.9,66,4.6
4.4,30.0,68,6.3
16.3,43.4,38,0.1
1.2,31.9,64,7.8
17.8,38.2,39,11.0
2.4,24.3,61,5.9
12.9,25.4,82,9.7
7.9,24.7,70,8.4
12.9,44.1,71,12.8
13.3,39.9,61,13.3
2.3,41.8,39,12.7
4.9,44.4,63,13.6
-1.6,43.5,52,11.0
3.2,31.3,59,10.0
0.2,21.4,73,4.0
3.6,35.5,54,4.9
15.7,44.8,72,12.3
1.5,24.0,66,9.6
7.2,44.7,83,8.6
0.9,35.5,50,11.2
-0.4,26.3,58,5.0
-0.1,24.5,74,9.2
8.0,31.6,79,5.9
-2.9,27.9,74,0.1
5.5,46.9,64,9.1
1.6,19.5,61,5.6
16.5,21.6,60,9.4
11.4,38.2,41,4.9
6.6,45.6,60,6.6
13.1,32.9,77,3.3
9.7,44.2,39,1.3
15.4,45.5,39,1.9
0.3,30.7,87,0.1
9.8,47.3,68,13.3
4.3,35.1,87,8.4
-2.1,48.0,79,4.5
15.0,31.8,46,3.4
1.9,29.1,42,9.1
6.1,44.4,46,2.5
5.4,21.8,80,6.7
-1.2,47.8,68,7.3
8.1,43.1,89,10.0
12.9,48.0,53,10.2
3.3,48.3,86,15.0
11.3,32.0,75,7.4
14.3,36.8,52,5.9
11.5,18.8,79,14.1
-1.4,21.7,68,3.6
2.4,25.2,65,12.3
8.2,42.2,84,15.5
13.8,36.4,48,3.5
3.7,36.9,84,11.2
15.6,35.4,77,4.4
11.6,30.3,78,5.6
17.4,41.4,54,12.4
-1.5,29.6,86,3.9
14.0,40.2,76,10.2
11.2,26.7,75,12.7
1.7,47.8,75,3.1
-1.9,47.5,72,12.5
6.3,19.9,51,2.6
4.7,43.7,80,3.1
-2.6,23.5,78,13.2
3.6,39.8,50,4.0
12.3,46.4,40,2.4
13.6,25.1,88,8.3
4.3,38.3,78,0.0
7.9,45.2,40,9.0
14.1,36.1,69,10.9
-3.0,24.7,69,8.1
2.8,46.2,86,10.5
12.8,32.1,64,4.0
9.9,29.5,59,1.3
4.8,32.0,72,7.2
7.4,27.1,82,3.6
12.0,37.8,57,4.4
13.7,27.5,76,12.6
4.0,35.0,89,15.2
0.4,43.4,87,11.9
3.6,34.8,57,8.9
11.4,42.3,66,8.6
6.5,39.1,87,11.7
10.5,24.2,39,14.5
17.3,25.6,66,9.5
0.4,42.9,44,10.9
15.4,43.0,38,5.2
8.0,35.1,86,4.3
12.0,37.3,45,14.5
6.7,26.7,54,2.9
9.7,36.1,62,14.9
8.3,32.1,59,9.1
17.4,33.9,56,9.6
5.9,35.8,63,1.4
13.0,22.8,86,14.2
-0.5,47.8,46,0.0
15.1,23.3,89,15.2
7.8,44.8,69,9.7
2.5,43.0,66,13.4
15.1,37.7,77,15.4
5.6,34.0,56,4.5
-2.1,40.7,54,11.8
10.8,33.6,73,0.4
9.0,31.8,83,8.0
-1.8,42.5,38,12.6
16.2,26.0,83,3.7
-1.1,44.8,55,14.2
16.3,44.5,61,4.6
7.0,37.2,59,3.2
13.5,28.5,81,1.5
7.9,36.7,48,3.9
6.5,37.6,58,2.2
4.0,27.8,64,8.7
1.7,18.7,80,5.9
6.5,34.4,73,5.5
12.0,31.0,43,13.1
3.8,45.3,70,15.1
10.1,26.6,60,1.3
13.7,38.2,69,14.8
13.4,47.6,64,6.9
2.2,48.2,48,2.0
15.1,23.6,79,10.2
3.9,48.1,66,7.4
5.1,31.8,64,3.3
3.9,37.9,78,3.9
1.4,24.7,74,13.5
2.2,47.4,59,13.7
0.3,23.9,65,5.9
16.1,30.1,69,3.8
10.2,35.9,56,4.4
14.3,26.1,60,11.6
-0.2,41.2,63,11.9
8.8,40.7,70,8.5
-1.9,36.7,81,1.1
-1.1,40.9,70,11.2
7.5,43.8,40,8.0
2.7,23.8,53,14.4
2.2,44.7,66,13.9
13.9,40.4,69,14.3
5.3,35.3,51,5.3
9.4,31.0,43,15.0
-1.0,29.2,51,5.1
17.3,19.6,71,2.0
3.6,29.5,64,1.6
14.7,42.3,70,7.5
17.8,24.9,78,9.5
14.3,43.4,43,11.9
13.4,49.0,60,4.6
18.0,29.5,86,11.4
11.9,31.9,46,4.8
15.9,27.7,38,1.5
-2.6,39.2,84,1.7
10.3,48.1,88,12.4
2.6,40.7,84,0.2
11.1,33.9,66,15.1
10.1,27.0,66,5.0
4.0,22.2,78,3.5
9.9,26.5,88,5.7
6.1,35.2,77,6.0
12.0,25.5,56,13.0
16.3,25.2,54,9.4
10.3,46.3,77,3.0
16.3,41.5,75,5.0
6.4,18.9,71,1.3
17.2,45.4,71,12.4
15.5,35.1,86,5.4
10.0,21.6,55,10.8
12.0,28.5,65,11.6
9.5,31.9,41,0.6
11.3,25.1,79,5.9
9.8,19.8,44,8.3
17.3,19.7,53,10.5
6.6,43.1,62,13.6
8.9,31.4,89,9.0
0.5,19.5,42,13.4
4.2,34.6,52,8.8
-2.6,30.3,79,4.4
13.9,23.6,57,1.4
17.5,40.0,58,9.9
7.5,36.4,38,12.9
17.1,36.2,38,7.8
15.6,23.2,61,11.4
5.8,32.0,63,9.0
-0.8,22.8,85,5.8
17.7,39.0,72,10.5
13.8,36.2,42,8.1
-1.9,18.8,40,8.9
16.8,40.9,87,0.8
12.7,18.7,77,5.0
5.3,38.6,63,4.5
13.8,34.0,68,12.3
17.6,39.5,84,12.8
1.9,48.5,82,0.1
14.8,41.0,82,9.9
16.3,47.3,55,5.1
11.1,41.4,39,14.9
4.9,39.2,53,2.3
12.9,49.0,59,10.3
12.7,23.4,86,14.8
13.7,19.7,66,1.1
-2.9,46.2,42,1.3
-1.3,47.9,68,9.8
13.4,21.5,54,14.2
4.2,45.8,52,4.5
1.1,35.3,42,4.3
9.7,35.1,43,14.5
2.8,39.3,43,10.6
5.2,27.8,55,7.1
6.3,33.3,78,11.9
16.5,22.9,77,12.9
6.2,37.2,69,4.8
15.7,37.0,57,6.4
2.3,37.6,73,12.2
5.7,24.3,86,2.2
14.9,28.2,67,12.8
6.4,33.7,73,8.7
3.4,20.3,83,5.1
1.2,34.0,50,14.5
-2.7,21.0,43,6.0
14.3,29.0,64,7.9
2.2,38.4,85,8.0
11.5,43.2,87,6.5
2.3,39.9,64,6.9
17.9,20.3,61,12.3
12.2,18.8,58,2.9
10.1,48.5,61,1.5
10.4,44.3,78,10.5
-0.5,30.8,59,5.8
0.8,43.0,58,3.7
16.9,47.1,63,5.2
5.7,38.7,89,7.2
10.6,25.3,73,9.0
17.1,43.0,64,4.2
4.1,18.8,63,8.1
9.1,24.2,84,11.2
6.6,34.7,49,11.3
1.0,26.8,43,11.9
15.1,37.4,55,10.8
7.8,38.7,82,2.3
0.8,43.4,43,12.9
-1.1,36.2,63,15.1
2.0,24.4,64,5.1
14.7,42.5,54,9.9
4.6,47.8,51,1.7
14.2,48.1,60,9.0
15.3,26.8,76,4.5
0.3,21.2,81,5.0
5.5,44.5,62,4.5
9.6,25.5,70,9.8
3.1,40.7,40,4.4
10.9,18.7,42,9.4
8.1,41.2,83,3.2
-1.8,23.8,74,1.2
12.0,44.2,66,8.0
11.9,22.4,50,11.1
9.0,36.4,58,5.8
14.7,47.1,69,3.1
14.0,42.1,41,11.7
-1.4,40.5,76,6.6
17.3,21.9,85,5.3
4.9,33.6,56,11.6
-0.2,28.7,47,5.3
10.9,30.6,52,14.9
11.0,33.7,84,11.2
13.1,30.5,89,9.0
17.8,44.0,68,0.8
5.0,38.7,40,9.1
13.5,24.2,41,1.0
14.4,48.0,67,3.3
9.9,23.5,73,10.4
12.0,29.9,53,3.3
-1.4,46.9,50,2.3
12.5,30.1,80,11.6
12.6,43.1,81,1.7
6.6,30.0,70,13.9
2.4,36.0,80,11.2
16.3,35.0,58,12.6
8.1,19.0,72,7.9
17.8,29.7,79,9.8
0.7,30.6,67,14.3
-0.8,45.0,50,0.2
8.5,46.3,73,9.0
5.6,42.5,86,11.8
7.5,29.2,87,0.7
12.7,20.6,50,14.9
-2.9,37.6,76,12.6
3.5,35.0,88,14.6
11.5,41.7,57,0.6
-0.3,43.2,81,14.4
12.8,28.4,43,7.9
14.0,45.3,73,3.1
0.4,19.6,66,4.7
6.1,33.7,52,4.0
-0.4,36.9,56,15.2
12.6,35.2,46,9.3
0.5,25.1,86,12.6
9.9,28.1,81,15.0
0.5,36.0,47,14.5
2.9,42.5,75,13.8
8.7,23.2,77,11.7
10.4,36.5,81,8.3
1.7,45.6,58,9.7
-3.0,47.9,41,7.5
1.7,43.2,53,11.3
1.3,36.7,50,11.6
17.1,41.6,84,7.0
1.5,36.9,80,6.1
17.6,46.7,67,12.3
-3.0,24.9,49,1.6
9.9,33.8,55,15.0
-1.1,25.7,67,4.1
7.5,26.9,89,3.3
16.5,19.3,87,10.1
2.4,37.7,69,1.5
11.6,36.5,79,6.2
6.1,40.9,83,8.0
16.8,38.1,71,12.8
11.5,40.1,49,8.5
7.4,40.6,73,11.8
14.5,45.1,61,11.0
-2.0,18.8,58,10.1
4.0,23.7,69,1.2
1.1,46.2,41,4.5
11.5,20.5,61,13.9
14.9,29.8,52,13.9
11.7,34.9,65,3.7
1.5,34.5,70,0.2
7.4,29.1,59,9.7
6.8,34.4,42,2.3
12.4,47.7,70,7.0
5.9,26.8,54,4.1
7.3,19.4,59,4.0
8.3,41.3,46,3.8
-0.3,48.6,54,14.8
3.1,22.0,44,12.9
12.5,34.2,86,0.0
8.0,31.3,89,5.5
7.8,48.0,52,6.2
12.2,32.1,86,0.1
11.6,26.5,56,4.3
-1.0,47.9,64,12.8
2.5,39.9,66,13.1
7.5,28.2,79,13.0
3.3,26.0,56,5.3
14.5,30.6,50,11.2
-2.6,23.4,56,0.7
17.5,30.3,81,13.7
11.3,39.6,67,9.6
3.3,28.9,49,5.9
12.2,19.0,83,8.9
13.3,31.4,51,6.7
1.2,39.8,64,14.8
17.6,28.6,77,15.4
8.9,33.8,39,7.8
-2.9,25.3,83,7.4
3.9,39.3,79,5.5
3.8,46.2,82,12.1
14.9,40.6,41,4.2
11.0,45.8,78,6.2
0.3,30.3,63,8.5
10.9,46.3,58,2.0
10.2,29.7,78,6.2
11.1,29.8,41,14.9
14.8,33.8,74,11.4
0.4,29.2,52,2.7
2.7,25.3,60,0.7
8.0,44.3,53,9.9
16.9,36.3,59,13.1
14.0,34.3,61,0.7
1.5,20.4,83,0.8
-0.3,47.6,56,10.3
9.1,34.7,41,4.9
7.5,25.0,43,8.7
5.4,44.5,42,6.0
4.9,35.7,57,3.6
4.7,34.4,48,13.4
0.1,47.9,40,8.2
6.7,35.1,46,8.7
11.1,41.3,75,10.6
14.3,19.1,71,2.9
15.9,20.7,73,9.5
-0.9,34.8,65,6.0
6.2,27.1,51,9.0
0.1,23.6,87,14.8
-0.4,24.1,72,9.1
12.8,35.5,52,9.8
1.2,31.7,71,5.9
16.6,48.7,61,0.1
-1.0,43.2,88,7.1
2.6,20.6,72,8.1
9.2,47.8,59,2.7
3.8,38.5,68,4.7
1.2,31.5,41,1.2
16.7,49.0,42,3.1
-0.6,45.5,58,14.5
16.3,44.1,47,2.0
0.4,19.2,88,5.3
15.7,43.4,77,0.0
17.7,34.6,73,6.4
12.8,32.8,84,0.8
5.5,29.7,42,14.9
2.4,44.0,42,5.0
16.8,32.7,49,14.9
3.0,23.3,51,0.4
16.9,21.2,52,12.3
4.5,39.8,85,10.9
14.1,25.5,46,8.4
16.5,27.8,61,12.1
8.6,45.5,57,8.2
5.9,25.9,67,7.6
15.2,46.0,87,0.2
-0.0,19.5,40,11.8
-1.4,19.1,81,5.4
17.7,35.6,87,12.3
17.1,39.4,80,13.0
14.1,39.5,67,13.1
10.2,27.2,63,13.7
10.1,32.7,65,15.3
-1.2,32.3,75,15.0
-1.1,38.3,53,12.3
12.9,30.7,50,2.9
9.3,43.5,78,7.6
6.3,34.5,57,3.8
-1.0,37.3,43,5.4
3.8,19.2,60,1.9
-2.9,42.9,44,15.2
10.9,40.5,39,3.2
12.1,27.7,54,13.6
-2.4,46.4,48,6.8
12.1,24.3,49,9.5
11.8,39.5,47,9.6
7.6,25.6,80,10.4
9.5,31.3,88,3.2
3.6,30.9,43,9.8
16.4,39.1,75,1.9
8.9,44.6,88,5.4
